name,type,licence,county,township,lot,conc,total depth date,plugged date,latitude,longitude,url
F005933_MOSA000_ELEC,ELEC,F005933,NULL,NULL,,,NULL,NULL,42.75806722,-81.79192056,http://www.ogsrlibrary.com/logs/view/F005933_MOSA000_ELEC
F005959_MOSA000_ELEC,ELEC,F005959,NULL,NULL,,,NULL,NULL,42.75895111,-81.79303083,http://www.ogsrlibrary.com/logs/view/F005959_MOSA000_ELEC
F005959_MOSA000_GRL0,GRL0,F005959,NULL,NULL,,,NULL,NULL,42.75895111,-81.79303083,http://www.ogsrlibrary.com/logs/view/F005959_MOSA000_GRL0
F013469_MOSA000_GRN1,GRN1,F013469,NULL,NULL,,,NULL,NULL,42.75651139,-81.78768167,http://www.ogsrlibrary.com/logs/view/F013469_MOSA000_GRN1
F013469_MOSA000_GRN2,GRN2,F013469,NULL,NULL,,,NULL,NULL,42.75651139,-81.78768167,http://www.ogsrlibrary.com/logs/view/F013469_MOSA000_GRN2
F013469_MOSA000_GRN3,GRN3,F013469,NULL,NULL,,,NULL,NULL,42.75651139,-81.78768167,http://www.ogsrlibrary.com/logs/view/F013469_MOSA000_GRN3
F013469_MOSA000_GRN4,GRN4,F013469,NULL,NULL,,,NULL,NULL,42.75651139,-81.78768167,http://www.ogsrlibrary.com/logs/view/F013469_MOSA000_GRN4
F013799_ENNISKI_GRNL,GRNL,F013799,NULL,NULL,,,NULL,NULL,NULL,NULL,http://www.ogsrlibrary.com/logs/view/F013799_ENNISKI_GRNL
F005959_MOSA000_REST,REST,F005959,NULL,NULL,,,NULL,NULL,42.75895111,-81.79303083,http://www.ogsrlibrary.com/logs/view/F005959_MOSA000_REST
F013469_MOSA000_RTRS,RTRS,F013469,NULL,NULL,,,NULL,NULL,42.75651139,-81.78768167,http://www.ogsrlibrary.com/logs/view/F013469_MOSA000_RTRS
T005035A_LAKE067_CMPL,CMPL,T005035A,NULL,Lake Erie,67,Q,6/29/1979 0:00,NULL,42.6139525,-79.88867944,http://www.ogsrlibrary.com/logs/view/T005035A_LAKE067_CMPL
T005035A_LAKE067_CNFD,CNFD,T005035A,NULL,Lake Erie,67,Q,6/29/1979 0:00,NULL,42.6139525,-79.88867944,http://www.ogsrlibrary.com/logs/view/T005035A_LAKE067_CNFD
T005035A_LAKE067_DLL0,DLL0,T005035A,NULL,Lake Erie,67,Q,6/29/1979 0:00,NULL,42.6139525,-79.88867944,http://www.ogsrlibrary.com/logs/view/T005035A_LAKE067_DLL0
T006311_JOCELYN_0CNL,0CNL,T006311,Algoma,Jocelyn,67,A,8/21/1983 0:00,8/21/1983 0:00,46.09623778,-83.9274325,http://www.ogsrlibrary.com/logs/view/T006311_JOCELYN_0CNL
T006311_JOCELYN_CSCN,CSCN,T006311,Algoma,Jocelyn,67,A,8/21/1983 0:00,8/21/1983 0:00,46.09623778,-83.9274325,http://www.ogsrlibrary.com/logs/view/T006311_JOCELYN_CSCN
T006311_JOCELYN_REST,REST,T006311,Algoma,Jocelyn,67,A,8/21/1983 0:00,8/21/1983 0:00,46.09623778,-83.9274325,http://www.ogsrlibrary.com/logs/view/T006311_JOCELYN_REST
T006311_JOCELYN_TDT0,TDT0,T006311,Algoma,Jocelyn,67,A,8/21/1983 0:00,8/21/1983 0:00,46.09623778,-83.9274325,http://www.ogsrlibrary.com/logs/view/T006311_JOCELYN_TDT0
T011984_BRANTFO_CBND,CBND,T011984,Brant,Brantford, ,FT,2/3/1959 0:00,7/7/2010 0:00,43.15348472,-80.20041194,http://www.ogsrlibrary.com/logs/view/T011984_BRANTFO_CBND
T001911_BRANTFO_DENL,DENL,T001911,Brant,Brantford,4,IIIREMPR,2/3/1965 0:00,2/18/1965 0:00,43.0529952,-80.26199959,http://www.ogsrlibrary.com/logs/view/T001911_BRANTFO_DENL
T001911_BRANTFO_GRNL,GRNL,T001911,Brant,Brantford,4,IIIREMPR,2/3/1965 0:00,2/18/1965 0:00,43.0529952,-80.26199959,http://www.ogsrlibrary.com/logs/view/T001911_BRANTFO_GRNL
T001927_BRANTFO_DENL,DENL,T001927,Brant,Brantford,4,IIRWMPR,4/24/1965 0:00,5/3/1965 0:00,43.08141194,-80.34064139,http://www.ogsrlibrary.com/logs/view/T001927_BRANTFO_DENL
T001927_BRANTFO_GRNL,GRNL,T001927,Brant,Brantford,4,IIRWMPR,4/24/1965 0:00,5/3/1965 0:00,43.08141194,-80.34064139,http://www.ogsrlibrary.com/logs/view/T001927_BRANTFO_GRNL
T001937_BRANTFO_DENL,DENL,T001937,Brant,Brantford,41,BRT,10/21/1965 0:00,10/29/1965 0:00,43.06913403,-80.24285979,http://www.ogsrlibrary.com/logs/view/T001937_BRANTFO_DENL
T001937_BRANTFO_DENL(HD),DENL(HD),T001937,Brant,Brantford,41,BRT,10/21/1965 0:00,10/29/1965 0:00,43.06913403,-80.24285979,http://www.ogsrlibrary.com/logs/view/T001937_BRANTFO_DENL(HD)
T001937_BRANTFO_GRNL,GRNL,T001937,Brant,Brantford,41,BRT,10/21/1965 0:00,10/29/1965 0:00,43.06913403,-80.24285979,http://www.ogsrlibrary.com/logs/view/T001937_BRANTFO_GRNL
T001937_BRANTFO_GRNL(HD),GRNL(HD),T001937,Brant,Brantford,41,BRT,10/21/1965 0:00,10/29/1965 0:00,43.06913403,-80.24285979,http://www.ogsrlibrary.com/logs/view/T001937_BRANTFO_GRNL(HD)
T001948_BRANTFO_DENL,DENL,T001948,Brant,Brantford,47,BRT,5/9/1966 0:00,5/18/1966 0:00,43.08743966,-80.25713785,http://www.ogsrlibrary.com/logs/view/T001948_BRANTFO_DENL
T001948_BRANTFO_DENL(HD),DENL(HD),T001948,Brant,Brantford,47,BRT,5/9/1966 0:00,5/18/1966 0:00,43.08743966,-80.25713785,http://www.ogsrlibrary.com/logs/view/T001948_BRANTFO_DENL(HD)
T001948_BRANTFO_GRNL,GRNL,T001948,Brant,Brantford,47,BRT,5/9/1966 0:00,5/18/1966 0:00,43.08743966,-80.25713785,http://www.ogsrlibrary.com/logs/view/T001948_BRANTFO_GRNL
T001948_BRANTFO_GRNL(HD),GRNL(HD),T001948,Brant,Brantford,47,BRT,5/9/1966 0:00,5/18/1966 0:00,43.08743966,-80.25713785,http://www.ogsrlibrary.com/logs/view/T001948_BRANTFO_GRNL(HD)
T008058_BRANTFO_CNFD,CNFD,T008058,Brant,Brantford,6,IIRSHR,10/13/1993 0:00,11/16/1993 0:00,43.15475528,-80.10278389,http://www.ogsrlibrary.com/logs/view/T008058_BRANTFO_CNFD
T001744_BRANTFO_DENL,DENL,T001744,Brant,Brantford,7,FCR,11/20/1964 0:00,11/30/1964 0:00,43.15994444,-80.18133333,http://www.ogsrlibrary.com/logs/view/T001744_BRANTFO_DENL
T001744_BRANTFO_GRNL,GRNL,T001744,Brant,Brantford,7,FCR,11/20/1964 0:00,11/30/1964 0:00,43.15994444,-80.18133333,http://www.ogsrlibrary.com/logs/view/T001744_BRANTFO_GRNL
T001030_BRANTFO_GRNL,GRNL,T001030,Brant,Brantford,7,I,10/30/1961 0:00,11/2/1961 0:00,43.16710583,-80.39655972,http://www.ogsrlibrary.com/logs/view/T001030_BRANTFO_GRNL
T001707_BRANTFO_GRNL,GRNL,T001707,Brant,Brantford,8,III,1/29/1964 0:00,2/7/1964 0:00,43.14685577,-80.3843927,http://www.ogsrlibrary.com/logs/view/T001707_BRANTFO_GRNL
T001707_BRANTFO_GRNL(HD),GRNL(HD),T001707,Brant,Brantford,8,III,1/29/1964 0:00,2/7/1964 0:00,43.14685577,-80.3843927,http://www.ogsrlibrary.com/logs/view/T001707_BRANTFO_GRNL(HD)
T003257_BURFORD_GRNL,GRNL,T003257,Brant,Burford,11,VII,9/27/1971 0:00,9/28/1971 0:00,43.08352194,-80.475785,http://www.ogsrlibrary.com/logs/view/T003257_BURFORD_GRNL
T003257_BURFORD_GRNL(dup),GRNL(dup),T003257,Brant,Burford,11,VII,9/27/1971 0:00,9/28/1971 0:00,43.08352194,-80.475785,http://www.ogsrlibrary.com/logs/view/T003257_BURFORD_GRNL(dup)
T001704_BURFORD_DENL(HD),DENL(HD),T001704,Brant,Burford,12,III,12/20/1963 0:00,12/21/1963 0:00,43.12996583,-80.50823056,http://www.ogsrlibrary.com/logs/view/T001704_BURFORD_DENL(HD)
T001704_BURFORD_GGDE,GGDE,T001704,Brant,Burford,12,III,12/20/1963 0:00,12/21/1963 0:00,43.12996583,-80.50823056,http://www.ogsrlibrary.com/logs/view/T001704_BURFORD_GGDE
T001704_BURFORD_GRNL,GRNL,T001704,Brant,Burford,12,III,12/20/1963 0:00,12/21/1963 0:00,43.12996583,-80.50823056,http://www.ogsrlibrary.com/logs/view/T001704_BURFORD_GRNL
T001704_BURFORD_GRNL(HD),GRNL(HD),T001704,Brant,Burford,12,III,12/20/1963 0:00,12/21/1963 0:00,43.12996583,-80.50823056,http://www.ogsrlibrary.com/logs/view/T001704_BURFORD_GRNL(HD)
T004434_BURFORD_CNFD,CNFD,T004434,Brant,Burford,14,VIII,8/4/1977 0:00,8/26/1977 0:00,43.06929917,-80.49809083,http://www.ogsrlibrary.com/logs/view/T004434_BURFORD_CNFD
T004434_BURFORD_DILL,DILL,T004434,Brant,Burford,14,VIII,8/4/1977 0:00,8/26/1977 0:00,43.06929917,-80.49809083,http://www.ogsrlibrary.com/logs/view/T004434_BURFORD_DILL
T001042_BURFORD_DENL,DENL,T001042,Brant,Burford,15,I,3/12/1962 0:00,7/10/1989 0:00,43.15093694,-80.53900944,http://www.ogsrlibrary.com/logs/view/T001042_BURFORD_DENL
T001042_BURFORD_GRNL,GRNL,T001042,Brant,Burford,15,I,3/12/1962 0:00,7/10/1989 0:00,43.15093694,-80.53900944,http://www.ogsrlibrary.com/logs/view/T001042_BURFORD_GRNL
T001042_BURFORD_GRNL(dup),GRNL(dup),T001042,Brant,Burford,15,I,3/12/1962 0:00,7/10/1989 0:00,43.15093694,-80.53900944,http://www.ogsrlibrary.com/logs/view/T001042_BURFORD_GRNL(dup)
T001748_BURFORD_0GRL,0GRL,T001748,Brant,Burford,15,II,11/18/1964 0:00,5/2/2010 0:00,43.14487472,-80.53620417,http://www.ogsrlibrary.com/logs/view/T001748_BURFORD_0GRL
T001910_BURFORD_0GRL,0GRL,T001910,Brant,Burford,15,II,2/6/1965 0:00,NULL,43.13819083,-80.53439306,http://www.ogsrlibrary.com/logs/view/T001910_BURFORD_0GRL
T001748_BURFORD_1GRL,1GRL,T001748,Brant,Burford,15,II,11/18/1964 0:00,5/2/2010 0:00,43.14487472,-80.53620417,http://www.ogsrlibrary.com/logs/view/T001748_BURFORD_1GRL
T001910_BURFORD_1GRL,1GRL,T001910,Brant,Burford,15,II,2/6/1965 0:00,NULL,43.13819083,-80.53439306,http://www.ogsrlibrary.com/logs/view/T001910_BURFORD_1GRL
T001748_BURFORD_DENL,DENL,T001748,Brant,Burford,15,II,11/18/1964 0:00,5/2/2010 0:00,43.14487472,-80.53620417,http://www.ogsrlibrary.com/logs/view/T001748_BURFORD_DENL
T001910_BURFORD_DENL,DENL,T001910,Brant,Burford,15,II,2/6/1965 0:00,NULL,43.13819083,-80.53439306,http://www.ogsrlibrary.com/logs/view/T001910_BURFORD_DENL
T001748_BURFORD_PERF(dup),PERF(dup),T001748,Brant,Burford,15,II,11/18/1964 0:00,5/2/2010 0:00,43.14487472,-80.53620417,http://www.ogsrlibrary.com/logs/view/T001748_BURFORD_PERF(dup)
T001461_BURFORD_GGDE,GGDE,T001461,Brant,Burford,15,VI,9/6/1963 0:00,9/24/1963 0:00,43.09779889,-80.51698139,http://www.ogsrlibrary.com/logs/view/T001461_BURFORD_GGDE
T001461_BURFORD_GGDE(HD),GGDE(HD),T001461,Brant,Burford,15,VI,9/6/1963 0:00,9/24/1963 0:00,43.09779889,-80.51698139,http://www.ogsrlibrary.com/logs/view/T001461_BURFORD_GGDE(HD)
T001461_BURFORD_GRNL,GRNL,T001461,Brant,Burford,15,VI,9/6/1963 0:00,9/24/1963 0:00,43.09779889,-80.51698139,http://www.ogsrlibrary.com/logs/view/T001461_BURFORD_GRNL
T001461_BURFORD_GRNL(HD),GRNL(HD),T001461,Brant,Burford,15,VI,9/6/1963 0:00,9/24/1963 0:00,43.09779889,-80.51698139,http://www.ogsrlibrary.com/logs/view/T001461_BURFORD_GRNL(HD)
T001747_BURFORD_0GRL,0GRL,T001747,Brant,Burford,16,I,11/7/1964 0:00,6/23/1989 0:00,43.15318667,-80.54320417,http://www.ogsrlibrary.com/logs/view/T001747_BURFORD_0GRL
T001747_BURFORD_1GRL,1GRL,T001747,Brant,Burford,16,I,11/7/1964 0:00,6/23/1989 0:00,43.15318667,-80.54320417,http://www.ogsrlibrary.com/logs/view/T001747_BURFORD_1GRL
T001747_BURFORD_DENL,DENL,T001747,Brant,Burford,16,I,11/7/1964 0:00,6/23/1989 0:00,43.15318667,-80.54320417,http://www.ogsrlibrary.com/logs/view/T001747_BURFORD_DENL
T001743_BURFORD_0GRL,0GRL,T001743,Brant,Burford,16,II,10/28/1964 0:00,NULL,43.14377778,-80.54327778,http://www.ogsrlibrary.com/logs/view/T001743_BURFORD_0GRL
T001743_BURFORD_1GRL,1GRL,T001743,Brant,Burford,16,II,10/28/1964 0:00,NULL,43.14377778,-80.54327778,http://www.ogsrlibrary.com/logs/view/T001743_BURFORD_1GRL
T001731_BURFORD_DENL,DENL,T001731,Brant,Burford,16,II,8/12/1964 0:00,9/23/1987 0:00,43.14771472,-80.54064861,http://www.ogsrlibrary.com/logs/view/T001731_BURFORD_DENL
T001743_BURFORD_DENL,DENL,T001743,Brant,Burford,16,II,10/28/1964 0:00,NULL,43.14377778,-80.54327778,http://www.ogsrlibrary.com/logs/view/T001743_BURFORD_DENL
T001731_BURFORD_GRNL,GRNL,T001731,Brant,Burford,16,II,8/12/1964 0:00,9/23/1987 0:00,43.14771472,-80.54064861,http://www.ogsrlibrary.com/logs/view/T001731_BURFORD_GRNL
T001731_BURFORD_PERF,PERF,T001731,Brant,Burford,16,II,8/12/1964 0:00,9/23/1987 0:00,43.14771472,-80.54064861,http://www.ogsrlibrary.com/logs/view/T001731_BURFORD_PERF
T001737_BURFORD_CALP,CALP,T001737,Brant,Burford,17,I,9/3/1964 0:00,NULL,43.15866667,-80.55225,http://www.ogsrlibrary.com/logs/view/T001737_BURFORD_CALP
T001719_BURFORD_DENL,DENL,T001719,Brant,Burford,17,I,6/8/1964 0:00,NULL,43.15549194,-80.55581583,http://www.ogsrlibrary.com/logs/view/T001719_BURFORD_DENL
T001036_BURFORD_GRNL,GRNL,T001036,Brant,Burford,17,I,1/8/1962 0:00,7/22/1989 0:00,43.14871444,-80.55287111,http://www.ogsrlibrary.com/logs/view/T001036_BURFORD_GRNL
T001719_BURFORD_GRNL,GRNL,T001719,Brant,Burford,17,I,6/8/1964 0:00,NULL,43.15549194,-80.55581583,http://www.ogsrlibrary.com/logs/view/T001719_BURFORD_GRNL
T001737_BURFORD_GRNL,GRNL,T001737,Brant,Burford,17,I,9/3/1964 0:00,NULL,43.15866667,-80.55225,http://www.ogsrlibrary.com/logs/view/T001737_BURFORD_GRNL
T001036_BURFORD_GRNL(HD),GRNL(HD),T001036,Brant,Burford,17,I,1/8/1962 0:00,7/22/1989 0:00,43.14871444,-80.55287111,http://www.ogsrlibrary.com/logs/view/T001036_BURFORD_GRNL(HD)
T001719_BURFORD_PERF,PERF,T001719,Brant,Burford,17,I,6/8/1964 0:00,NULL,43.15549194,-80.55581583,http://www.ogsrlibrary.com/logs/view/T001719_BURFORD_PERF
T001737_BURFORD_PERF,PERF,T001737,Brant,Burford,17,I,9/3/1964 0:00,NULL,43.15866667,-80.55225,http://www.ogsrlibrary.com/logs/view/T001737_BURFORD_PERF
T001293_BURFORD_GGDE,GGDE,T001293,Brant,Burford,17,II,9/12/1963 0:00,6/17/1989 0:00,43.14563111,-80.54784333,http://www.ogsrlibrary.com/logs/view/T001293_BURFORD_GGDE
T001293_BURFORD_GGDE(HD),GGDE(HD),T001293,Brant,Burford,17,II,9/12/1963 0:00,6/17/1989 0:00,43.14563111,-80.54784333,http://www.ogsrlibrary.com/logs/view/T001293_BURFORD_GGDE(HD)
T001293_BURFORD_GRNL,GRNL,T001293,Brant,Burford,17,II,9/12/1963 0:00,6/17/1989 0:00,43.14563111,-80.54784333,http://www.ogsrlibrary.com/logs/view/T001293_BURFORD_GRNL
T001293_BURFORD_GRNL(HD),GRNL(HD),T001293,Brant,Burford,17,II,9/12/1963 0:00,6/17/1989 0:00,43.14563111,-80.54784333,http://www.ogsrlibrary.com/logs/view/T001293_BURFORD_GRNL(HD)
T007844_BURFORD_CNFD,CNFD,T007844,Brant,Burford,17,IV,2/5/1992 0:00,10/14/1994 0:00,43.11529833,-80.53967639,http://www.ogsrlibrary.com/logs/view/T007844_BURFORD_CNFD
T010638_BURFORD_CNFD,CNFD,T010638,Brant,Burford,17,IV,10/29/2003 0:00,NULL,43.11226611,-80.54236528,http://www.ogsrlibrary.com/logs/view/T010638_BURFORD_CNFD
T001017_BURFORD_GRNL,GRNL,T001017,Brant,Burford,17,IV,8/17/1961 0:00,12/18/1961 0:00,43.11668722,-80.54264889,http://www.ogsrlibrary.com/logs/view/T001017_BURFORD_GRNL
T001810_BURFORD_0RAD,0RAD,T001810,Brant,Burford,18,I,4/11/1964 0:00,NULL,43.15755556,-80.55958333,http://www.ogsrlibrary.com/logs/view/T001810_BURFORD_0RAD
T001452_BURFORD_GRNL,GRNL,T001452,Brant,Burford,18,I,5/11/1963 0:00,NULL,43.15401944,-80.56220278,http://www.ogsrlibrary.com/logs/view/T001452_BURFORD_GRNL
T001810_BURFORD_GRNL,GRNL,T001810,Brant,Burford,18,I,4/11/1964 0:00,NULL,43.15755556,-80.55958333,http://www.ogsrlibrary.com/logs/view/T001810_BURFORD_GRNL
T001916_BURFORD_0GRL,0GRL,T001916,Brant,Burford,18,II,1/27/1965 0:00,7/7/2004 0:00,43.14499194,-80.55514917,http://www.ogsrlibrary.com/logs/view/T001916_BURFORD_0GRL
T001916_BURFORD_DENL,DENL,T001916,Brant,Burford,18,II,1/27/1965 0:00,7/7/2004 0:00,43.14499194,-80.55514917,http://www.ogsrlibrary.com/logs/view/T001916_BURFORD_DENL
T001916_BURFORD_PERF,PERF,T001916,Brant,Burford,18,II,1/27/1965 0:00,7/7/2004 0:00,43.14499194,-80.55514917,http://www.ogsrlibrary.com/logs/view/T001916_BURFORD_PERF
T001043_BURFORD_GRL0,GRL0,T001043,Brant,Burford,19,I,3/22/1962 0:00,6/6/1989 0:00,43.15615833,-80.56762167,http://www.ogsrlibrary.com/logs/view/T001043_BURFORD_GRL0
T001043_BURFORD_GRNL,GRNL,T001043,Brant,Burford,19,I,3/22/1962 0:00,6/6/1989 0:00,43.15615833,-80.56762167,http://www.ogsrlibrary.com/logs/view/T001043_BURFORD_GRNL
T001274_BURFORD_GRNL,GRNL,T001274,Brant,Burford,19,I,12/20/1962 0:00,5/27/1988 0:00,43.14985306,-80.564205,http://www.ogsrlibrary.com/logs/view/T001274_BURFORD_GRNL
T001736_BURFORD_0GRL,0GRL,T001736,Brant,Burford,20,I,10/7/1964 0:00,2/19/1989 0:00,43.148825,-80.57114972,http://www.ogsrlibrary.com/logs/view/T001736_BURFORD_0GRL
T001736_BURFORD_DENL,DENL,T001736,Brant,Burford,20,I,10/7/1964 0:00,2/19/1989 0:00,43.148825,-80.57114972,http://www.ogsrlibrary.com/logs/view/T001736_BURFORD_DENL
T001736_BURFORD_PERF,PERF,T001736,Brant,Burford,20,I,10/7/1964 0:00,2/19/1989 0:00,43.148825,-80.57114972,http://www.ogsrlibrary.com/logs/view/T001736_BURFORD_PERF
T001736_BURFORD_PERF(HD),PERF(HD),T001736,Brant,Burford,20,I,10/7/1964 0:00,2/19/1989 0:00,43.148825,-80.57114972,http://www.ogsrlibrary.com/logs/view/T001736_BURFORD_PERF(HD)
T002304_BURFORD_GRNL,GRNL,T002304,Brant,Burford,20,V,9/16/1966 0:00,9/16/1966 0:00,43.10485389,-80.554205,http://www.ogsrlibrary.com/logs/view/T002304_BURFORD_GRNL
T002304_BURFORD_GRNL(HD),GRNL(HD),T002304,Brant,Burford,20,V,9/16/1966 0:00,9/16/1966 0:00,43.10485389,-80.554205,http://www.ogsrlibrary.com/logs/view/T002304_BURFORD_GRNL(HD)
T001702_BURFORD_DENL,DENL,T001702,Brant,Burford,20,XI,2/1/1964 0:00,2/4/1964 0:00,43.02646556,-80.52786833,http://www.ogsrlibrary.com/logs/view/T001702_BURFORD_DENL
T001702_BURFORD_DRAW,DRAW,T001702,Brant,Burford,20,XI,2/1/1964 0:00,2/4/1964 0:00,43.02646556,-80.52786833,http://www.ogsrlibrary.com/logs/view/T001702_BURFORD_DRAW
T001702_BURFORD_GRNL,GRNL,T001702,Brant,Burford,20,XI,2/1/1964 0:00,2/4/1964 0:00,43.02646556,-80.52786833,http://www.ogsrlibrary.com/logs/view/T001702_BURFORD_GRNL
T001718_BURFORD_DENL,DENL,T001718,Brant,Burford,21,I,6/16/1964 0:00,6/30/1982 0:00,43.14746361,-80.57859444,http://www.ogsrlibrary.com/logs/view/T001718_BURFORD_DENL
T001718_BURFORD_GRNL,GRNL,T001718,Brant,Burford,21,I,6/16/1964 0:00,6/30/1982 0:00,43.14746361,-80.57859444,http://www.ogsrlibrary.com/logs/view/T001718_BURFORD_GRNL
T001008_BURFORD_GRNL,GRNL,T001008,Brant,Burford,21,II,4/21/1961 0:00,4/24/1961 0:00,43.13157472,-80.57653917,http://www.ogsrlibrary.com/logs/view/T001008_BURFORD_GRNL
T001263_BURFORD_GGDE,GGDE,T001263,Brant,Burford,22,I,9/13/1962 0:00,NULL,43.14338,-80.58856722,http://www.ogsrlibrary.com/logs/view/T001263_BURFORD_GGDE
T001009_BURFORD_GRNL,GRNL,T001009,Brant,Burford,22,I,3/23/1962 0:00,NULL,43.14938889,-80.59072222,http://www.ogsrlibrary.com/logs/view/T001009_BURFORD_GRNL
T001011_BURFORD_GRNL,GRNL,T001011,Brant,Burford,22,I,6/17/1961 0:00,3/31/1989 0:00,43.15279694,-80.58790028,http://www.ogsrlibrary.com/logs/view/T001011_BURFORD_GRNL
T001050_BURFORD_GRNL,GRNL,T001050,Brant,Burford,22,I,7/12/1962 0:00,7/30/1982 0:00,43.14643583,-80.58576167,http://www.ogsrlibrary.com/logs/view/T001050_BURFORD_GRNL
T001263_BURFORD_GRNL,GRNL,T001263,Brant,Burford,22,I,9/13/1962 0:00,NULL,43.14338,-80.58856722,http://www.ogsrlibrary.com/logs/view/T001263_BURFORD_GRNL
T001264_BURFORD_GGDE,GGDE,T001264,Brant,Burford,23,I,9/18/1962 0:00,9/20/1962 0:00,43.14851889,-80.59826194,http://www.ogsrlibrary.com/logs/view/T001264_BURFORD_GGDE
T001264_BURFORD_GGDE(HD),GGDE(HD),T001264,Brant,Burford,23,I,9/18/1962 0:00,9/20/1962 0:00,43.14851889,-80.59826194,http://www.ogsrlibrary.com/logs/view/T001264_BURFORD_GGDE(HD)
T001264_BURFORD_GRNL,GRNL,T001264,Brant,Burford,23,I,9/18/1962 0:00,9/20/1962 0:00,43.14851889,-80.59826194,http://www.ogsrlibrary.com/logs/view/T001264_BURFORD_GRNL
T001264_BURFORD_GRNL(HD),GRNL(HD),T001264,Brant,Burford,23,I,9/18/1962 0:00,9/20/1962 0:00,43.14851889,-80.59826194,http://www.ogsrlibrary.com/logs/view/T001264_BURFORD_GRNL(HD)
T001018_BURFORD_GRNL,GRNL,T001018,Brant,Burford,24,II,7/27/1961 0:00,8/1/1961 0:00,43.13565778,-80.60151222,http://www.ogsrlibrary.com/logs/view/T001018_BURFORD_GRNL
T001289_BRANTFO_GGDE,GGDE,T001289,Brant,Burford,7,IX,9/14/1963 0:00,9/18/1963 0:00,43.06502194,-80.43850556,http://www.ogsrlibrary.com/logs/view/T001289_BRANTFO_GGDE
T001289_BURFORD_GGDE,GGDE,T001289,Brant,Burford,7,IX,9/14/1963 0:00,9/18/1963 0:00,43.06502194,-80.43850556,http://www.ogsrlibrary.com/logs/view/T001289_BURFORD_GGDE
T001289_BRANTFO_GGDE(HD),GGDE(HD),T001289,Brant,Burford,7,IX,9/14/1963 0:00,9/18/1963 0:00,43.06502194,-80.43850556,http://www.ogsrlibrary.com/logs/view/T001289_BRANTFO_GGDE(HD)
T001289_BRANTFO_GRNL,GRNL,T001289,Brant,Burford,7,IX,9/14/1963 0:00,9/18/1963 0:00,43.06502194,-80.43850556,http://www.ogsrlibrary.com/logs/view/T001289_BRANTFO_GRNL
T001289_BURFORD_GRNL,GRNL,T001289,Brant,Burford,7,IX,9/14/1963 0:00,9/18/1963 0:00,43.06502194,-80.43850556,http://www.ogsrlibrary.com/logs/view/T001289_BURFORD_GRNL
T001289_BRANTFO_GRNL(HD),GRNL(HD),T001289,Brant,Burford,7,IX,9/14/1963 0:00,9/18/1963 0:00,43.06502194,-80.43850556,http://www.ogsrlibrary.com/logs/view/T001289_BRANTFO_GRNL(HD)
T000827_ONONDAG_GRNL,GRNL,T000827,Brant,Onondaga,21,I,11/15/1961 0:00,NULL,43.13544222,-80.03457306,http://www.ogsrlibrary.com/logs/view/T000827_ONONDAG_GRNL
T000827_ONONDAG_GRNL(HD),GRNL(HD),T000827,Brant,Onondaga,21,I,11/15/1961 0:00,NULL,43.13544222,-80.03457306,http://www.ogsrlibrary.com/logs/view/T000827_ONONDAG_GRNL(HD)
T001388_ONONDAG_DENL,DENL,T001388,Brant,Onondaga,22,I,5/7/1964 0:00,5/12/1965 0:00,43.14016444,-80.02665611,http://www.ogsrlibrary.com/logs/view/T001388_ONONDAG_DENL
T001388_ONONDAG_DENL(HD),DENL(HD),T001388,Brant,Onondaga,22,I,5/7/1964 0:00,5/12/1965 0:00,43.14016444,-80.02665611,http://www.ogsrlibrary.com/logs/view/T001388_ONONDAG_DENL(HD)
T001388_ONONDAG_GRDL(HD),GRDL(HD),T001388,Brant,Onondaga,22,I,5/7/1964 0:00,5/12/1965 0:00,43.14016444,-80.02665611,http://www.ogsrlibrary.com/logs/view/T001388_ONONDAG_GRDL(HD)
T001388_ONONDAG_GRNL,GRNL,T001388,Brant,Onondaga,22,I,5/7/1964 0:00,5/12/1965 0:00,43.14016444,-80.02665611,http://www.ogsrlibrary.com/logs/view/T001388_ONONDAG_GRNL
T001246_ONONDAG_GRNL,GRNL,T001246,Brant,Onondaga,55,FCEMM,5/25/1963 0:00,5/29/1963 0:00,43.1079675,-80.08952056,http://www.ogsrlibrary.com/logs/view/T001246_ONONDAG_GRNL
T001246_ONONDAG_GRNL(HD),GRNL(HD),T001246,Brant,Onondaga,55,FCEMM,5/25/1963 0:00,5/29/1963 0:00,43.1079675,-80.08952056,http://www.ogsrlibrary.com/logs/view/T001246_ONONDAG_GRNL(HD)
T001246_ONONDAG_SONL,SONL,T001246,Brant,Onondaga,55,FCEMM,5/25/1963 0:00,5/29/1963 0:00,43.1079675,-80.08952056,http://www.ogsrlibrary.com/logs/view/T001246_ONONDAG_SONL
T001246_ONONDAG_SONL(HD),SONL(HD),T001246,Brant,Onondaga,55,FCEMM,5/25/1963 0:00,5/29/1963 0:00,43.1079675,-80.08952056,http://www.ogsrlibrary.com/logs/view/T001246_ONONDAG_SONL(HD)
F011232_TUSCARO_GRNL,GRNL,F011232,Brant,Tuscarora,7,BF,11/22/1962 0:00,12/8/1962 0:00,43.08430361,-80.02471222,http://www.ogsrlibrary.com/logs/view/F011232_TUSCARO_GRNL
F011232_TUSCARO_GRNL(HD),GRNL(HD),F011232,Brant,Tuscarora,7,BF,11/22/1962 0:00,12/8/1962 0:00,43.08430361,-80.02471222,http://www.ogsrlibrary.com/logs/view/F011232_TUSCARO_GRNL(HD)
