name,type,licence,county,township,lot,conc,total depth date,plugged date,latitude,longitude,url
T008057_TILBURY_CBLK,CBLK,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURY_CBLK
T008057_TILBURY_CBV1,CBV1,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURY_CBV1
T008057_TILBURY_CBVD,CBVD,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURY_CBVD
T008057_TILBURY_CMNT,CMNT,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURY_CMNT
T008057_TILBURN_CNFD,CNFD,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURN_CNFD
T008057_TILBURY_CNFT,CNFT,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURY_CNFT
T008057_TILBURY_DLL0,DLL0,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURY_DLL0
T008057_TILBURY_DLLT,DLLT,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURY_DLLT
T008057_TILBURY_FMS0,FMS0,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURY_FMS0
T008057_TILBURY_PERF,PERF,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILBURY_PERF
T008057_TILLBUR_SON2,SON2,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILLBUR_SON2
T008057_TILLBUR_SONL,SONL,T008057,Essex,Tilbury North,11,IV,8/27/1993 0:00,NULL,42.26565472,-82.51505917,http://www.ogsrlibrary.com/logs/view/T008057_TILLBUR_SONL
T007423_TILBURN_CBIL,CBIL,T007423,Essex,Tilbury North,16,VIII,12/3/1988 0:00,10/3/1989 0:00,42.20420972,-82.48184972,http://www.ogsrlibrary.com/logs/view/T007423_TILBURN_CBIL
T007423_TILBURN_CNFD,CNFD,T007423,Essex,Tilbury North,16,VIII,12/3/1988 0:00,10/3/1989 0:00,42.20420972,-82.48184972,http://www.ogsrlibrary.com/logs/view/T007423_TILBURN_CNFD
T007423_TILBURN_DLL0,DLL0,T007423,Essex,Tilbury North,16,VIII,12/3/1988 0:00,10/3/1989 0:00,42.20420972,-82.48184972,http://www.ogsrlibrary.com/logs/view/T007423_TILBURN_DLL0
T007423_TILBURY_DLL0(dup),DLL0(dup),T007423,Essex,Tilbury North,16,VIII,12/3/1988 0:00,10/3/1989 0:00,42.20420972,-82.48184972,http://www.ogsrlibrary.com/logs/view/T007423_TILBURY_DLL0(dup)
T007423_TILLBUR_SONL,SONL,T007423,Essex,Tilbury North,16,VIII,12/3/1988 0:00,10/3/1989 0:00,42.20420972,-82.48184972,http://www.ogsrlibrary.com/logs/view/T007423_TILLBUR_SONL
T005801_TILBURN_GRNL,GRNL,T005801,Essex,Tilbury North,19,I,3/2/1982 0:00,3/17/1982 0:00,42.28979306,-82.45859944,http://www.ogsrlibrary.com/logs/view/T005801_TILBURN_GRNL
T007537_TILBURY_CNF1,CNF1,T007537,Essex,Tilbury North,22,IX,11/23/1989 0:00,5/13/1990 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007537_TILBURY_CNF1
T007537_TILBURY_CNFD,CNFD,T007537,Essex,Tilbury North,22,IX,11/23/1989 0:00,5/13/1990 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007537_TILBURY_CNFD
T007562_TILBURY_CNFD,CNFD,T007562,Essex,Tilbury North,22,IX,12/1/1989 0:00,12/3/1989 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007562_TILBURY_CNFD
T007562_TILBURY_CNFT,CNFT,T007562,Essex,Tilbury North,22,IX,12/1/1989 0:00,12/3/1989 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007562_TILBURY_CNFT
T007537_TILBURN_DLL0,DLL0,T007537,Essex,Tilbury North,22,IX,11/23/1989 0:00,5/13/1990 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007537_TILBURN_DLL0
T007562_TILBURN_DLL0,DLL0,T007562,Essex,Tilbury North,22,IX,12/1/1989 0:00,12/3/1989 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007562_TILBURN_DLL0
T007537_TILBURY_DLL1,DLL1,T007537,Essex,Tilbury North,22,IX,11/23/1989 0:00,5/13/1990 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007537_TILBURY_DLL1
T007562_TILBURY_DLLT,DLLT,T007562,Essex,Tilbury North,22,IX,12/1/1989 0:00,12/3/1989 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007562_TILBURY_DLLT
T007537_TILLBUR_SON2,SON2,T007537,Essex,Tilbury North,22,IX,11/23/1989 0:00,5/13/1990 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007537_TILLBUR_SON2
T007537_TILLBUR_SONL,SONL,T007537,Essex,Tilbury North,22,IX,11/23/1989 0:00,5/13/1990 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007537_TILLBUR_SONL
T007562_TILLBUR_SONL,SONL,T007562,Essex,Tilbury North,22,IX,12/1/1989 0:00,12/3/1989 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007562_TILLBUR_SONL
T007562_TILBURY_SONT,SONT,T007562,Essex,Tilbury North,22,IX,12/1/1989 0:00,12/3/1989 0:00,42.201,-82.43786111,http://www.ogsrlibrary.com/logs/view/T007562_TILBURY_SONT
T003687_TILBURY_GRNL,GRNL,T003687,Essex,Tilbury North,6,III,12/14/1973 0:00,12/21/1973 0:00,42.27233333,-82.55591667,http://www.ogsrlibrary.com/logs/view/T003687_TILBURY_GRNL
F013201_TILBURN_GRN1,GRN1,F013201,Essex,Tilbury North,7,IV,NULL,3/1/1989 0:00,42.25573667,-82.55074167,http://www.ogsrlibrary.com/logs/view/F013201_TILBURN_GRN1
F013201_TILBURN_GRN2,GRN2,F013201,Essex,Tilbury North,7,IV,NULL,3/1/1989 0:00,42.25573667,-82.55074167,http://www.ogsrlibrary.com/logs/view/F013201_TILBURN_GRN2
T009412_TILBURW_GRNL,GRNL,T009412,Essex,Tilbury West,1,NMR,3/21/2000 0:00,3/28/2000 0:00,42.21244833,-82.59655472,http://www.ogsrlibrary.com/logs/view/T009412_TILBURW_GRNL
T008193_TILBURY_CBVD,CBVD,T008193,Essex,Tilbury West,1,VI,8/6/1994 0:00,8/9/1994 0:00,42.23266667,-82.59627778,http://www.ogsrlibrary.com/logs/view/T008193_TILBURY_CBVD
T008193_TILBURE_CNFD,CNFD,T008193,Essex,Tilbury West,1,VI,8/6/1994 0:00,8/9/1994 0:00,42.23266667,-82.59627778,http://www.ogsrlibrary.com/logs/view/T008193_TILBURE_CNFD
T008193_TILBURY_DLL0,DLL0,T008193,Essex,Tilbury West,1,VI,8/6/1994 0:00,8/9/1994 0:00,42.23266667,-82.59627778,http://www.ogsrlibrary.com/logs/view/T008193_TILBURY_DLL0
T008193_TILBURY_FMS0,FMS0,T008193,Essex,Tilbury West,1,VI,8/6/1994 0:00,8/9/1994 0:00,42.23266667,-82.59627778,http://www.ogsrlibrary.com/logs/view/T008193_TILBURY_FMS0
T011557_TILBURW_CNFD,CNFD,T011557,Essex,Tilbury West,1,X,3/9/2007 0:00,NULL,42.18437639,-82.59439694,http://www.ogsrlibrary.com/logs/view/T011557_TILBURW_CNFD
T011557_TILBURW_DLL0,DLL0,T011557,Essex,Tilbury West,1,X,3/9/2007 0:00,NULL,42.18437639,-82.59439694,http://www.ogsrlibrary.com/logs/view/T011557_TILBURW_DLL0
T008416_TILBURY_CBND,CBND,T008416,Essex,Tilbury West,13,X,6/18/1996 0:00,6/23/1996 0:00,42.18480556,-82.51013889,http://www.ogsrlibrary.com/logs/view/T008416_TILBURY_CBND
T008416_TILBURE_CNFD,CNFD,T008416,Essex,Tilbury West,13,X,6/18/1996 0:00,6/23/1996 0:00,42.18480556,-82.51013889,http://www.ogsrlibrary.com/logs/view/T008416_TILBURE_CNFD
T008416_TILBURY_DLL0,DLL0,T008416,Essex,Tilbury West,13,X,6/18/1996 0:00,6/23/1996 0:00,42.18480556,-82.51013889,http://www.ogsrlibrary.com/logs/view/T008416_TILBURY_DLL0
T009540_TILBURW_GRNL,GRNL,T009540,Essex,Tilbury West,2,SMR,8/29/2000 0:00,9/5/2000 0:00,42.21333333,-82.58825,http://www.ogsrlibrary.com/logs/view/T009540_TILBURW_GRNL
T007774_TILBURY_CNFD,CNFD,T007774,Essex,Tilbury West,2,X,11/13/1991 0:00,11/26/1991 0:00,42.18405556,-82.59075,http://www.ogsrlibrary.com/logs/view/T007774_TILBURY_CNFD
T010135_TILBURW_CNFD,CNFD,T010135,Essex,Tilbury West,2,X,10/18/2001 0:00,NULL,42.18980833,-82.59033611,http://www.ogsrlibrary.com/logs/view/T010135_TILBURW_CNFD
T010135_TILBURW_DLL0,DLL0,T010135,Essex,Tilbury West,2,X,10/18/2001 0:00,NULL,42.18980833,-82.59033611,http://www.ogsrlibrary.com/logs/view/T010135_TILBURW_DLL0
T010135_TILBURY_GRL0,GRL0,T010135,Essex,Tilbury West,2,X,10/18/2001 0:00,NULL,42.18980833,-82.59033611,http://www.ogsrlibrary.com/logs/view/T010135_TILBURY_GRL0
T010135_TILBURY_GRL1,GRL1,T010135,Essex,Tilbury West,2,X,10/18/2001 0:00,NULL,42.18980833,-82.59033611,http://www.ogsrlibrary.com/logs/view/T010135_TILBURY_GRL1
T010135_TILBURW_SONL,SONL,T010135,Essex,Tilbury West,2,X,10/18/2001 0:00,NULL,42.18980833,-82.59033611,http://www.ogsrlibrary.com/logs/view/T010135_TILBURW_SONL
T009585_TILBURY_CMNT,CMNT,T009585,Essex,Tilbury West,4,IX,11/13/2000 0:00,2/12/2001 0:00,42.20448667,-82.57478639,http://www.ogsrlibrary.com/logs/view/T009585_TILBURY_CMNT
T009585_TILBURW_CNFD,CNFD,T009585,Essex,Tilbury West,4,IX,11/13/2000 0:00,2/12/2001 0:00,42.20448667,-82.57478639,http://www.ogsrlibrary.com/logs/view/T009585_TILBURW_CNFD
T009585_TILBURY_DLL0,DLL0,T009585,Essex,Tilbury West,4,IX,11/13/2000 0:00,2/12/2001 0:00,42.20448667,-82.57478639,http://www.ogsrlibrary.com/logs/view/T009585_TILBURY_DLL0
T009585_TILBURY_GRL0,GRL0,T009585,Essex,Tilbury West,4,IX,11/13/2000 0:00,2/12/2001 0:00,42.20448667,-82.57478639,http://www.ogsrlibrary.com/logs/view/T009585_TILBURY_GRL0
T009585_TILBURY_GRL1,GRL1,T009585,Essex,Tilbury West,4,IX,11/13/2000 0:00,2/12/2001 0:00,42.20448667,-82.57478639,http://www.ogsrlibrary.com/logs/view/T009585_TILBURY_GRL1
T006491_TILBURW_GRNL,GRNL,T006491,Essex,Tilbury West,4,XI,5/18/1984 0:00,5/22/1984 0:00,42.18143139,-82.57576889,http://www.ogsrlibrary.com/logs/view/T006491_TILBURW_GRNL
T000151_TILBURW_GRNL,GRNL,T000151,Essex,Tilbury West,5,XI,6/18/1959 0:00,11/12/2003 0:00,42.17087611,-82.56712917,http://www.ogsrlibrary.com/logs/view/T000151_TILBURW_GRNL
T006383_TILBURW_GRNL,GRNL,T006383,Essex,Tilbury West,5,XI,12/15/1983 0:00,12/29/2003 0:00,42.18087583,-82.56879639,http://www.ogsrlibrary.com/logs/view/T006383_TILBURW_GRNL
T005576_TILBURW_GRNL,GRNL,T005576,Essex,Tilbury West,6,XI,8/6/1981 0:00,9/23/1981 0:00,42.18095944,-82.56232389,http://www.ogsrlibrary.com/logs/view/T005576_TILBURW_GRNL
T007431_TILBURW_CBLK,CBLK,T007431,Essex,Tilbury West,8,IX,1/5/1989 0:00,2/1/1989 0:00,42.19966667,-82.54611111,http://www.ogsrlibrary.com/logs/view/T007431_TILBURW_CBLK
T007431_TILBURW_CNFD,CNFD,T007431,Essex,Tilbury West,8,IX,1/5/1989 0:00,2/1/1989 0:00,42.19966667,-82.54611111,http://www.ogsrlibrary.com/logs/view/T007431_TILBURW_CNFD
T007431_TILBURW_DLLM,DLLM,T007431,Essex,Tilbury West,8,IX,1/5/1989 0:00,2/1/1989 0:00,42.19966667,-82.54611111,http://www.ogsrlibrary.com/logs/view/T007431_TILBURW_DLLM
T008521_TILBURW_GRNL,GRNL,T008521,Essex,Tilbury West,8,IX,7/5/1997 0:00,8/7/1997 0:00,42.20097222,-82.54594444,http://www.ogsrlibrary.com/logs/view/T008521_TILBURW_GRNL
T007431_TILBURW_OMTL,OMTL,T007431,Essex,Tilbury West,8,IX,1/5/1989 0:00,2/1/1989 0:00,42.19966667,-82.54611111,http://www.ogsrlibrary.com/logs/view/T007431_TILBURW_OMTL
T007431_TILBURW_SONL,SONL,T007431,Essex,Tilbury West,8,IX,1/5/1989 0:00,2/1/1989 0:00,42.19966667,-82.54611111,http://www.ogsrlibrary.com/logs/view/T007431_TILBURW_SONL
F019758_LANCAST_CALP,CALP,F019758,Glengarry,Lancaster,17,II,NULL,1/1/1965 0:00,45.19663167,-74.4264625,http://www.ogsrlibrary.com/logs/view/F019758_LANCAST_CALP
F019758_LANCAST_GRNL,GRNL,F019758,Glengarry,Lancaster,17,II,NULL,1/1/1965 0:00,45.19663167,-74.4264625,http://www.ogsrlibrary.com/logs/view/F019758_LANCAST_GRNL
N000255_COLLING_ELE0,ELE0,N000255,Grey,Collingwood,10,I,1/1/1982 0:00,1/1/1982 0:00,44.46744194,-80.27927,http://www.ogsrlibrary.com/logs/view/N000255_COLLING_ELE0
N000255_COLLING_GRL0,GRL0,N000255,Grey,Collingwood,10,I,1/1/1982 0:00,1/1/1982 0:00,44.46744194,-80.27927,http://www.ogsrlibrary.com/logs/view/N000255_COLLING_GRL0
N000255_COLLING_NEUT,NEUT,N000255,Grey,Collingwood,10,I,1/1/1982 0:00,1/1/1982 0:00,44.46744194,-80.27927,http://www.ogsrlibrary.com/logs/view/N000255_COLLING_NEUT
N000256_COLLING_ELE0,ELE0,N000256,Grey,Collingwood,16,II,2/11/1982 0:00,1/1/1982 0:00,44.49409222,-80.31846222,http://www.ogsrlibrary.com/logs/view/N000256_COLLING_ELE0
N000256_COLLING_GRL0,GRL0,N000256,Grey,Collingwood,16,II,2/11/1982 0:00,1/1/1982 0:00,44.49409222,-80.31846222,http://www.ogsrlibrary.com/logs/view/N000256_COLLING_GRL0
N000256_COLLING_NEUT,NEUT,N000256,Grey,Collingwood,16,II,2/11/1982 0:00,1/1/1982 0:00,44.49409222,-80.31846222,http://www.ogsrlibrary.com/logs/view/N000256_COLLING_NEUT
N000256_COLLING_SONL,SONL,N000256,Grey,Collingwood,16,II,2/11/1982 0:00,1/1/1982 0:00,44.49409222,-80.31846222,http://www.ogsrlibrary.com/logs/view/N000256_COLLING_SONL
N000254_COLLING_ELE0,ELE0,N000254,Grey,Collingwood,16,IV,3/24/1982 0:00,3/24/1982 0:00,44.47658861,-80.38436,http://www.ogsrlibrary.com/logs/view/N000254_COLLING_ELE0
N000254_COLLING_GRL0,GRL0,N000254,Grey,Collingwood,16,IV,3/24/1982 0:00,3/24/1982 0:00,44.47658861,-80.38436,http://www.ogsrlibrary.com/logs/view/N000254_COLLING_GRL0
N000254_COLLING_NEUT,NEUT,N000254,Grey,Collingwood,16,IV,3/24/1982 0:00,3/24/1982 0:00,44.47658861,-80.38436,http://www.ogsrlibrary.com/logs/view/N000254_COLLING_NEUT
N000254_COLLING_SONL,SONL,N000254,Grey,Collingwood,16,IV,3/24/1982 0:00,3/24/1982 0:00,44.47658861,-80.38436,http://www.ogsrlibrary.com/logs/view/N000254_COLLING_SONL
N000257_COLLING_ELE0,ELE0,N000257,Grey,Collingwood,24,VIII,3/5/1982 0:00,3/5/1982 0:00,44.51392,-80.4269625,http://www.ogsrlibrary.com/logs/view/N000257_COLLING_ELE0
N000257_COLLING_GRL0,GRL0,N000257,Grey,Collingwood,24,VIII,3/5/1982 0:00,3/5/1982 0:00,44.51392,-80.4269625,http://www.ogsrlibrary.com/logs/view/N000257_COLLING_GRL0
N000257_COLLING_NEUT,NEUT,N000257,Grey,Collingwood,24,VIII,3/5/1982 0:00,3/5/1982 0:00,44.51392,-80.4269625,http://www.ogsrlibrary.com/logs/view/N000257_COLLING_NEUT
N000257_COLLING_SONL,SONL,N000257,Grey,Collingwood,24,VIII,3/5/1982 0:00,3/5/1982 0:00,44.51392,-80.4269625,http://www.ogsrlibrary.com/logs/view/N000257_COLLING_SONL
N000258_COLLING_ELE0,ELE0,N000258,Grey,Collingwood,25,IV,2/2/1982 0:00,2/2/1982 0:00,44.52567,-80.39557778,http://www.ogsrlibrary.com/logs/view/N000258_COLLING_ELE0
N000259_COLLING_ELE0,ELE0,N000259,Grey,Collingwood,25,IV,2/23/1982 0:00,2/23/1982 0:00,44.53407194,-80.36255028,http://www.ogsrlibrary.com/logs/view/N000259_COLLING_ELE0
N000258_COLLING_GRL0,GRL0,N000258,Grey,Collingwood,25,IV,2/2/1982 0:00,2/2/1982 0:00,44.52567,-80.39557778,http://www.ogsrlibrary.com/logs/view/N000258_COLLING_GRL0
N000259_COLLING_GRL0,GRL0,N000259,Grey,Collingwood,25,IV,2/23/1982 0:00,2/23/1982 0:00,44.53407194,-80.36255028,http://www.ogsrlibrary.com/logs/view/N000259_COLLING_GRL0
N000258_COLLING_NEUT,NEUT,N000258,Grey,Collingwood,25,IV,2/2/1982 0:00,2/2/1982 0:00,44.52567,-80.39557778,http://www.ogsrlibrary.com/logs/view/N000258_COLLING_NEUT
N000259_COLLING_NEUT,NEUT,N000259,Grey,Collingwood,25,IV,2/23/1982 0:00,2/23/1982 0:00,44.53407194,-80.36255028,http://www.ogsrlibrary.com/logs/view/N000259_COLLING_NEUT
N000258_COLLING_SONL,SONL,N000258,Grey,Collingwood,25,IV,2/2/1982 0:00,2/2/1982 0:00,44.52567,-80.39557778,http://www.ogsrlibrary.com/logs/view/N000258_COLLING_SONL
N000259_COLLING_SONL,SONL,N000259,Grey,Collingwood,25,IV,2/23/1982 0:00,2/23/1982 0:00,44.53407194,-80.36255028,http://www.ogsrlibrary.com/logs/view/N000259_COLLING_SONL
N000262_COLLING_ELE0,ELE0,N000262,Grey,Collingwood,27,VII,2/25/1982 0:00,2/25/1982 0:00,44.53397972,-80.41429167,http://www.ogsrlibrary.com/logs/view/N000262_COLLING_ELE0
N000262_COLLING_GRL0,GRL0,N000262,Grey,Collingwood,27,VII,2/25/1982 0:00,2/25/1982 0:00,44.53397972,-80.41429167,http://www.ogsrlibrary.com/logs/view/N000262_COLLING_GRL0
N000262_COLLING_NEUT,NEUT,N000262,Grey,Collingwood,27,VII,2/25/1982 0:00,2/25/1982 0:00,44.53397972,-80.41429167,http://www.ogsrlibrary.com/logs/view/N000262_COLLING_NEUT
N000262_COLLING_SONL,SONL,N000262,Grey,Collingwood,27,VII,2/25/1982 0:00,2/25/1982 0:00,44.53397972,-80.41429167,http://www.ogsrlibrary.com/logs/view/N000262_COLLING_SONL
T006332_COLLING_CNFD,CNFD,T006332,Grey,Collingwood,27,X,9/1/1983 0:00,9/2/1983 0:00,44.52727222,-80.45972306,http://www.ogsrlibrary.com/logs/view/T006332_COLLING_CNFD
T006332_COLLING_DISF,DISF,T006332,Grey,Collingwood,27,X,9/1/1983 0:00,9/2/1983 0:00,44.52727222,-80.45972306,http://www.ogsrlibrary.com/logs/view/T006332_COLLING_DISF
T006332_COLLING_NGRS,NGRS,T006332,Grey,Collingwood,27,X,9/1/1983 0:00,9/2/1983 0:00,44.52727222,-80.45972306,http://www.ogsrlibrary.com/logs/view/T006332_COLLING_NGRS
T006332_COLLING_SONL,SONL,T006332,Grey,Collingwood,27,X,9/1/1983 0:00,9/2/1983 0:00,44.52727222,-80.45972306,http://www.ogsrlibrary.com/logs/view/T006332_COLLING_SONL
N000264_COLLING_ELE,ELE,N000264,Grey,Collingwood,40,XII,3/13/1982 0:00,3/13/1982 0:00,44.58801639,-80.51334639,http://www.ogsrlibrary.com/logs/view/N000264_COLLING_ELE
N000264_COLLING_GRL0,GRL0,N000264,Grey,Collingwood,40,XII,3/13/1982 0:00,3/13/1982 0:00,44.58801639,-80.51334639,http://www.ogsrlibrary.com/logs/view/N000264_COLLING_GRL0
N000264_COLLING_NEUT,NEUT,N000264,Grey,Collingwood,40,XII,3/13/1982 0:00,3/13/1982 0:00,44.58801639,-80.51334639,http://www.ogsrlibrary.com/logs/view/N000264_COLLING_NEUT
N000264_COLLING_SONL,SONL,N000264,Grey,Collingwood,40,XII,3/13/1982 0:00,3/13/1982 0:00,44.58801639,-80.51334639,http://www.ogsrlibrary.com/logs/view/N000264_COLLING_SONL
T002627_EGREMON_DENL,DENL,T002627,Grey,Egremont,11,VIII,11/25/1968 0:00,5/26/1972 0:00,44.030755,-80.67601667,http://www.ogsrlibrary.com/logs/view/T002627_EGREMON_DENL
T002627_EGREMON_GRNL,GRNL,T002627,Grey,Egremont,11,VIII,11/25/1968 0:00,5/26/1972 0:00,44.030755,-80.67601667,http://www.ogsrlibrary.com/logs/view/T002627_EGREMON_GRNL
T002613_EGREMON_GRNL,GRNL,T002613,Grey,Egremont,4,VI,10/17/1968 0:00,10/22/1968 0:00,44.00365833,-80.704855,http://www.ogsrlibrary.com/logs/view/T002613_EGREMON_GRNL
T002613_EGREMON_GRNL(dup),GRNL(dup),T002613,Grey,Egremont,4,VI,10/17/1968 0:00,10/22/1968 0:00,44.00365833,-80.704855,http://www.ogsrlibrary.com/logs/view/T002613_EGREMON_GRNL(dup)
T002284_EGREMON_DENL,DENL,T002284,Grey,Egremont,8,IX,10/26/1966 0:00,NULL,44.03405556,-80.69229444,http://www.ogsrlibrary.com/logs/view/T002284_EGREMON_DENL
T002229_EGREMEN_DLL0,DLL0,T002229,Grey,Egremont,8,IX,9/30/1966 0:00,12/16/1971 0:00,44.03854222,-80.69396278,http://www.ogsrlibrary.com/logs/view/T002229_EGREMEN_DLL0
T002284_EGREMON_GRNL,GRNL,T002284,Grey,Egremont,8,IX,10/26/1966 0:00,NULL,44.03405556,-80.69229444,http://www.ogsrlibrary.com/logs/view/T002284_EGREMON_GRNL
H000032_KEPPEL0_GRL0,GRL0,H000032,Grey,Keppel,22,IIS,8/9/1955 0:00,NULL,44.62548167,-81.09188528,http://www.ogsrlibrary.com/logs/view/H000032_KEPPEL0_GRL0
H000033_KEPPEL0_GRNL,GRNL,H000033,Grey,Keppel,30,VIII,3/21/1958 0:00,NULL,44.61642694,-80.97961833,http://www.ogsrlibrary.com/logs/view/H000033_KEPPEL0_GRNL
H000038_PROTON0_GRL0,GRL0,H000038,Grey,Proton,10,XIX,10/3/1955 0:00,10/3/1955 0:00,44.180045,-80.57338111,http://www.ogsrlibrary.com/logs/view/H000038_PROTON0_GRL0
H000038_PROTON0_RESI,RESI,H000038,Grey,Proton,10,XIX,10/3/1955 0:00,10/3/1955 0:00,44.180045,-80.57338111,http://www.ogsrlibrary.com/logs/view/H000038_PROTON0_RESI
H000038_PROTON0_REST,REST,H000038,Grey,Proton,10,XIX,10/3/1955 0:00,10/3/1955 0:00,44.180045,-80.57338111,http://www.ogsrlibrary.com/logs/view/H000038_PROTON0_REST
H000043_SARAWAK_GRL0,GRL0,H000043,Grey,Sarawak,29,III,1/30/1948 0:00,NULL,44.66696611,-80.93159278,http://www.ogsrlibrary.com/logs/view/H000043_SARAWAK_GRL0
T003306_CANBORO_CMNT,CMNT,T003306,Haldimand,Canborough,16,I,4/24/1973 0:00,NULL,43.00809694,-79.69331472,http://www.ogsrlibrary.com/logs/view/T003306_CANBORO_CMNT
T003552_CANBORO_DENL,DENL,T003552,Haldimand,Canborough,16,I,4/9/1973 0:00,4/29/1973 0:00,43.01070278,-79.69025,http://www.ogsrlibrary.com/logs/view/T003552_CANBORO_DENL
T003552_CANBORO_GRNL,GRNL,T003552,Haldimand,Canborough,16,I,4/9/1973 0:00,4/29/1973 0:00,43.01070278,-79.69025,http://www.ogsrlibrary.com/logs/view/T003552_CANBORO_GRNL
T007392_DUNN000_CNL0,CNL0,T007392,Haldimand,Dunn,23,IIS,9/19/1988 0:00,9/15/2007 0:00,42.87546389,-79.59175556,http://www.ogsrlibrary.com/logs/view/T007392_DUNN000_CNL0
T001250_LAKE018_GRNL,GRNL,T001250,Haldimand,Lake Erie,18,Q-4,6/4/1963 0:00,5/11/2011 0:00,42.76894861,-79.88954028,http://www.ogsrlibrary.com/logs/view/T001250_LAKE018_GRNL
T005229A_LAKE045_CMPL,CMPL,T005229A,Haldimand,Lake Erie,45,E-4A,5/29/1980 0:00,NULL,42.74032417,-80.07341333,http://www.ogsrlibrary.com/logs/view/T005229A_LAKE045_CMPL
T005229A_LAKE045_CNFD,CNFD,T005229A,Haldimand,Lake Erie,45,E-4A,5/29/1980 0:00,NULL,42.74032417,-80.07341333,http://www.ogsrlibrary.com/logs/view/T005229A_LAKE045_CNFD
T005229A_LAKE045_DLL0,DLL0,T005229A,Haldimand,Lake Erie,45,E-4A,5/29/1980 0:00,NULL,42.74032417,-80.07341333,http://www.ogsrlibrary.com/logs/view/T005229A_LAKE045_DLL0
T005229A_LAKE045_SONL,SONL,T005229A,Haldimand,Lake Erie,45,E-4A,5/29/1980 0:00,NULL,42.74032417,-80.07341333,http://www.ogsrlibrary.com/logs/view/T005229A_LAKE045_SONL
T011219_LAKE068_CMNT,CMNT,T011219,Haldimand,Lake Erie,68, S-2,8/30/2005 0:00,9/18/2005 0:00,42.61311667,-79.77675,http://www.ogsrlibrary.com/logs/view/T011219_LAKE068_CMNT
T011219_LAKE068_CNFD,CNFD,T011219,Haldimand,Lake Erie,68, S-2,8/30/2005 0:00,9/18/2005 0:00,42.61311667,-79.77675,http://www.ogsrlibrary.com/logs/view/T011219_LAKE068_CNFD
T011219_LAKE068_CORL,CORL,T011219,Haldimand,Lake Erie,68, S-2,8/30/2005 0:00,9/18/2005 0:00,42.61311667,-79.77675,http://www.ogsrlibrary.com/logs/view/T011219_LAKE068_CORL
T011219_LAKE068_HDIL,HDIL,T011219,Haldimand,Lake Erie,68, S-2,8/30/2005 0:00,9/18/2005 0:00,42.61311667,-79.77675,http://www.ogsrlibrary.com/logs/view/T011219_LAKE068_HDIL
T001169_LAKE010_DENL,DENL,T001169,Haldimand,Lake Erie,10,U-1,8/30/1961 0:00,9/12/2002 0:00,42.84525167,-79.591555,http://www.ogsrlibrary.com/logs/view/T001169_LAKE010_DENL
T002151_LAKE010_FRAC,FRAC,T002151,Haldimand,Lake Erie,10,U-2,8/16/1961 0:00,9/12/2002 0:00,42.84200167,-79.59925,http://www.ogsrlibrary.com/logs/view/T002151_LAKE010_FRAC
